faction,section,unit,cost_tier,models,points,version
aeldari,UNITS,WRAITHKNIGHT WITH GHOSTGLAIVE,YOUR 2ND + UNIT COSTS,1,425,v1.0
aeldari,UNITS,WRAITHLORD,YOUR UNIT COSTS,1,125,v1.0
aeldari,HARLEQUINS,DEATH JESTER,YOUR UNIT COSTS,1,80,v1.0
aeldari,HARLEQUINS,SHADOWSEER,YOUR UNIT COSTS,1,60,v1.0
aeldari,HARLEQUINS,SKYWEAVERS,YOUR UNIT COSTS,2,105,v1.0
aeldari,HARLEQUINS,SKYWEAVERS,YOUR UNIT COSTS,4,210,v1.0
aeldari,HARLEQUINS,SOLITAIRE,YOUR UNIT COSTS,1,115,v1.0
aeldari,HARLEQUINS,STARWEAVER,YOUR UNIT COSTS,1,80,v1.0
aeldari,HARLEQUINS,TROUPE,YOUR UNIT COSTS,5,85,v1.0
aeldari,HARLEQUINS,TROUPE,YOUR UNIT COSTS,6,100,v1.0
aeldari,HARLEQUINS,TROUPE,YOUR UNIT COSTS,11,190,v1.0
aeldari,HARLEQUINS,TROUPE,YOUR UNIT COSTS,12,205,v1.0
aeldari,HARLEQUINS,TROUPE MASTER,YOUR UNIT COSTS,1,75,v1.0
aeldari,HARLEQUINS,VOIDWEAVER,YOUR UNIT COSTS,1,115,v1.0
aeldari,YNNARI,THE VISARCH,YOUR UNIT COSTS,1,90,v1.0
aeldari,YNNARI,THE YNCARNE,YOUR UNIT COSTS,1,245,v1.0
aeldari,YNNARI,YNNARI ARCHON,YOUR UNIT COSTS,1,85,v1.0
aeldari,YNNARI,YNNARI INCUBI,YOUR 1ST TO 2ND UNITS COST,5,80,v1.0
aeldari,YNNARI,YNNARI INCUBI,YOUR 1ST TO 2ND UNITS COST,10,160,v1.0
aeldari,YNNARI,YNNARI INCUBI,YOUR 3RD + UNIT COSTS,5,90,v1.0
aeldari,YNNARI,YNNARI INCUBI,YOUR 3RD + UNIT COSTS,10,170,v1.0
aeldari,YNNARI,YNNARI KABALITE WARRIORS,YOUR UNIT COSTS,10,110,v1.0
aeldari,YNNARI,YNNARI RAIDER,YOUR UNIT COSTS,1,80,v1.0
aeldari,YNNARI,YNNARI REAVERS,YOUR UNIT COSTS,3,65,v1.0
aeldari,YNNARI,YNNARI REAVERS,YOUR UNIT COSTS,6,120,v1.0
aeldari,YNNARI,YNNARI SUCCUBUS,YOUR UNIT COSTS,1,45,v1.0
aeldari,YNNARI,YNNARI VENOM,YOUR UNIT COSTS,1,70,v1.0
aeldari,YNNARI,YNNARI WYCHES,YOUR UNIT COSTS,10,90,v1.0
aeldari,YNNARI,YVRAINE,YOUR UNIT COSTS,1,100,v1.0
astra-militarum,UNITS,AEGIS DEFENCE LINE,YOUR UNIT COSTS,1,145,v1.0
astra-militarum,UNITS,ARMOURED SENTINELS,YOUR UNIT COSTS,1,65,v1.0
astra-militarum,UNITS,ARMOURED SENTINELS,YOUR UNIT COSTS,2,120,v1.0
astra-militarum,UNITS,ARTILLERY TEAM,YOUR UNIT COSTS,1,95,v1.0
astra-militarum,UNITS,ATTILAN ROUGH RIDERS,YOUR 1ST TO 2ND UNITS COST,5,60,v1.0
astra-militarum,UNITS,ATTILAN ROUGH RIDERS,YOUR 1ST TO 2ND UNITS COST,10,120,v1.0
astra-militarum,UNITS,ATTILAN ROUGH RIDERS,YOUR 3RD + UNIT COSTS,5,65,v1.0
astra-militarum,UNITS,ATTILAN ROUGH RIDERS,YOUR 3RD + UNIT COSTS,10,125,v1.0
astra-militarum,UNITS,AVENGER STRIKE FIGHTER,YOUR UNIT COSTS,1,130,v1.0
astra-militarum,UNITS,BANEBLADE,YOUR 1ST UNIT COSTS,1,450,v1.0
astra-militarum,UNITS,BANEBLADE,YOUR 2ND + UNIT COSTS,1,470,v1.0
astra-militarum,UNITS,BANEHAMMER,YOUR 1ST UNIT COSTS,1,420,v1.0
astra-militarum,UNITS,BANEHAMMER,YOUR 2ND + UNIT COSTS,1,440,v1.0
astra-militarum,UNITS,BANESWORD,YOUR 1ST UNIT COSTS,1,450,v1.0
astra-militarum,UNITS,BANESWORD,YOUR 2ND + UNIT COSTS,1,470,v1.0
astra-militarum,UNITS,BASILISK,YOUR 1ST UNIT COSTS,1,115,v1.0
astra-militarum,UNITS,BASILISK,YOUR 2ND + UNIT COSTS,1,135,v1.0
astra-militarum,UNITS,BULLGRYN SQUAD,YOUR 1ST UNIT COSTS,3,90,v1.0
astra-militarum,UNITS,BULLGRYN SQUAD,YOUR 1ST UNIT COSTS,6,200,v1.0
astra-militarum,UNITS,BULLGRYN SQUAD,YOUR 2ND + UNIT COSTS,3,105,v1.0
astra-militarum,UNITS,BULLGRYN SQUAD,YOUR 2ND + UNIT COSTS,6,215,v1.0
astra-militarum,UNITS,CADIAN CASTELLAN,YOUR UNIT COSTS,1,55,v1.0
astra-militarum,UNITS,CADIAN COMMAND SQUAD,YOUR UNIT COSTS,5,65,v1.0
astra-militarum,UNITS,CADIAN HEAVY WEAPONS SQUAD,YOUR UNIT COSTS,3,65,v1.0
astra-militarum,UNITS,CADIAN RECON SQUAD,YOUR UNIT COSTS,10,80,v1.0
astra-militarum,UNITS,CADIAN SHOCK TROOPS,YOUR UNIT COSTS,10,75,v1.0
astra-militarum,UNITS,CADIAN SHOCK TROOPS,YOUR UNIT COSTS,20,145,v1.0
astra-militarum,UNITS,CATACHAN COMMAND SQUAD,YOUR UNIT COSTS,5,60,v1.0
astra-militarum,UNITS,CATACHAN HEAVY WEAPONS SQUAD,YOUR UNIT COSTS,3,65,v1.0
astra-militarum,UNITS,CATACHAN JUNGLE FIGHTERS,YOUR UNIT COSTS,10,75,v1.0
astra-militarum,UNITS,CATACHAN JUNGLE FIGHTERS,YOUR UNIT COSTS,20,145,v1.0
astra-militarum,UNITS,CENTAUR RSV,YOUR UNIT COSTS,1,75,v1.0
astra-militarum,UNITS,CHIMERA,YOUR UNIT COSTS,1,85,v1.0
astra-militarum,UNITS,COMMISSAR,YOUR UNIT COSTS,1,30,v1.0
astra-militarum,UNITS,COMMISSAR GRAVES,YOUR UNIT COSTS,1,125,v1.0
astra-militarum,UNITS,COMMISSAR GRAVES ON FOOT,YOUR UNIT COSTS,1,65,v1.0
astra-militarum,UNITS,COMMISSAR YARRICK,YOUR UNIT COSTS,1,130,v1.0
astra-militarum,UNITS,CYCLOPS DEMOLITION VEHICLE,YOUR 1ST TO 2ND UNITS COST,1,40,v1.0
astra-militarum,UNITS,CYCLOPS DEMOLITION VEHICLE,YOUR 3RD + UNIT COSTS,1,45,v1.0
astra-militarum,UNITS,DEATH KORPS OF KRIEG,YOUR UNIT COSTS,10,75,v1.0
astra-militarum,UNITS,DEATH KORPS OF KRIEG,YOUR UNIT COSTS,20,145,v1.0
astra-militarum,UNITS,DEATH RIDERS,YOUR UNIT COSTS,5,60,v1.0
astra-militarum,UNITS,DEATH RIDERS,YOUR UNIT COSTS,10,110,v1.0
astra-militarum,UNITS,DEATHSTRIKE,YOUR 1ST UNIT COSTS,1,125,v1.0
astra-militarum,UNITS,DEATHSTRIKE,YOUR 2ND + UNIT COSTS,1,135,v1.0
astra-militarum,UNITS,DOOMHAMMER,YOUR 1ST UNIT COSTS,1,415,v1.0
astra-militarum,UNITS,DOOMHAMMER,YOUR 2ND + UNIT COSTS,1,435,v1.0
astra-militarum,UNITS,FIELD ORDNANCE BATTERY,YOUR UNIT COSTS,2,90,v1.0
astra-militarum,UNITS,FIELD ORDNANCE BATTERY,WARGEAR OPTIONS,,10,v1.0
astra-militarum,UNITS,GAUNT’S GHOSTS,YOUR UNIT COSTS,6,95,v1.0
astra-militarum,UNITS,HELLHAMMER,YOUR 1ST UNIT COSTS,1,420,v1.0
astra-militarum,UNITS,HELLHAMMER,YOUR 2ND + UNIT COSTS,1,440,v1.0
astra-militarum,UNITS,HELLHOUND,YOUR 1ST TO 2ND UNITS COST,1,125,v1.0
astra-militarum,UNITS,HELLHOUND,YOUR 3RD + UNIT COSTS,1,135,v1.0
astra-militarum,UNITS,HIPPOGRIFF AFV,YOUR UNIT COSTS,1,70,v1.0
astra-militarum,UNITS,HIPPOGRIFF AFV,YOUR UNIT COSTS,2,140,v1.0
astra-militarum,UNITS,HYDRA,YOUR UNIT COSTS,1,90,v1.0
astra-militarum,UNITS,KASRKIN,YOUR 1ST TO 2ND UNITS COST,10,115,v1.0
astra-militarum,UNITS,KASRKIN,YOUR 3RD + UNIT COSTS,10,125,v1.0
astra-militarum,UNITS,KRIEG COMBAT ENGINEERS,YOUR 1ST TO 2ND UNITS COST,5,65,v1.0
astra-militarum,UNITS,KRIEG COMBAT ENGINEERS,YOUR 1ST TO 2ND UNITS COST,10,95,v1.0
astra-militarum,UNITS,KRIEG COMBAT ENGINEERS,YOUR 3RD + UNIT COSTS,5,75,v1.0
astra-militarum,UNITS,KRIEG COMBAT ENGINEERS,YOUR 3RD + UNIT COSTS,10,105,v1.0
astra-militarum,UNITS,KRIEG COMMAND SQUAD,YOUR UNIT COSTS,6,65,v1.0
astra-militarum,UNITS,KRIEG HEAVY WEAPONS SQUAD,YOUR UNIT COSTS,4,60,v1.0
astra-militarum,UNITS,KRIEG HEAVY WEAPONS SQUAD,WARGEAR OPTIONS,,5,v1.0
astra-militarum,UNITS,LEMAN RUSS BATTLE TANK,YOUR 1ST TO 2ND UNITS COST,1,185,v1.0
astra-militarum,UNITS,LEMAN RUSS BATTLE TANK,YOUR 3RD + UNIT COSTS,1,195,v1.0
astra-militarum,UNITS,LEMAN RUSS COMMANDER,YOUR 1ST TO 2ND UNITS COST,1,235,v1.0
astra-militarum,UNITS,LEMAN RUSS COMMANDER,YOUR 3RD + UNIT COSTS,1,250,v1.0
astra-militarum,UNITS,LEMAN RUSS DEMOLISHER,YOUR 1ST TO 2ND UNITS COST,1,190,v1.0
astra-militarum,UNITS,LEMAN RUSS DEMOLISHER,YOUR 3RD + UNIT COSTS,1,200,v1.0
astra-militarum,UNITS,LEMAN RUSS ERADICATOR,YOUR 1ST TO 2ND UNITS COST,1,170,v1.0
astra-militarum,UNITS,LEMAN RUSS ERADICATOR,YOUR 3RD + UNIT COSTS,1,180,v1.0
astra-militarum,UNITS,LEMAN RUSS EXECUTIONER,YOUR 1ST TO 2ND UNITS COST,1,170,v1.0
astra-militarum,UNITS,LEMAN RUSS EXECUTIONER,YOUR 3RD + UNIT COSTS,1,180,v1.0
astra-militarum,UNITS,LEMAN RUSS EXTERMINATOR,YOUR 1ST TO 2ND UNITS COST,1,180,v1.0
astra-militarum,UNITS,LEMAN RUSS EXTERMINATOR,YOUR 3RD + UNIT COSTS,1,190,v1.0
astra-militarum,UNITS,LEMAN RUSS PUNISHER,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
astra-militarum,UNITS,LEMAN RUSS PUNISHER,YOUR 3RD + UNIT COSTS,1,160,v1.0
astra-militarum,UNITS,LEMAN RUSS VANQUISHER,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
astra-militarum,UNITS,LEMAN RUSS VANQUISHER,YOUR 3RD + UNIT COSTS,1,160,v1.0
astra-militarum,UNITS,LORD MARSHAL DREIR,YOUR UNIT COSTS,1,75,v1.0
astra-militarum,UNITS,LORD SOLAR LEONTUS,YOUR UNIT COSTS,1,130,v1.0
astra-militarum,UNITS,MANTICORE,YOUR 1ST UNIT COSTS,1,150,v1.0
astra-militarum,UNITS,MANTICORE,YOUR 2ND + UNIT COSTS,1,170,v1.0
astra-militarum,UNITS,MILITARUM TEMPESTUS COMMAND SQUAD,YOUR 1ST UNIT COSTS,5,85,v1.0
astra-militarum,UNITS,MILITARUM TEMPESTUS COMMAND SQUAD,YOUR 2ND + UNIT COSTS,5,95,v1.0
astra-militarum,UNITS,MINISTORUM PRIEST,YOUR UNIT COSTS,1,35,v1.0
astra-militarum,UNITS,NORK DEDDOG,YOUR UNIT COSTS,1,60,v1.0
astra-militarum,UNITS,OGRYN BODYGUARD,YOUR UNIT COSTS,1,40,v1.0
astra-militarum,UNITS,OGRYN SQUAD,YOUR UNIT COSTS,3,60,v1.0
astra-militarum,UNITS,OGRYN SQUAD,YOUR UNIT COSTS,6,120,v1.0
astra-militarum,UNITS,PRIMARIS PSYKER,YOUR UNIT COSTS,1,60,v1.0
astra-militarum,UNITS,RATLINGS,YOUR UNIT COSTS,5,60,v1.0
astra-militarum,UNITS,RATLINGS,YOUR UNIT COSTS,10,100,v1.0
astra-militarum,UNITS,ROGAL DORN BATTLE TANK,YOUR 1ST UNIT COSTS,1,260,v1.0
astra-militarum,UNITS,ROGAL DORN BATTLE TANK,YOUR 2ND + UNIT COSTS,1,275,v1.0
astra-militarum,UNITS,ROGAL DORN COMMANDER,YOUR 1ST UNIT COSTS,1,290,v1.0
astra-militarum,UNITS,ROGAL DORN COMMANDER,YOUR 2ND + UNIT COSTS,1,305,v1.0
astra-militarum,UNITS,SCOUT SENTINELS,YOUR UNIT COSTS,1,55,v1.0
astra-militarum,UNITS,SCOUT SENTINELS,YOUR UNIT COSTS,2,100,v1.0
astra-militarum,UNITS,SHADOWSWORD,YOUR 1ST UNIT COSTS,1,410,v1.0
astra-militarum,UNITS,SHADOWSWORD,YOUR 2ND + UNIT COSTS,1,430,v1.0
astra-militarum,UNITS,SLY MARBO,YOUR UNIT COSTS,1,55,v1.0
astra-militarum,UNITS,STORMLORD,YOUR 1ST UNIT COSTS,1,430,v1.0
astra-militarum,UNITS,STORMLORD,YOUR 2ND + UNIT COSTS,1,450,v1.0
astra-militarum,UNITS,STORMSWORD,YOUR 1ST UNIT COSTS,1,465,v1.0
astra-militarum,UNITS,STORMSWORD,YOUR 2ND + UNIT COSTS,1,485,v1.0
astra-militarum,UNITS,TAUROX,YOUR UNIT COSTS,1,75,v1.0
astra-militarum,UNITS,TAUROX PRIME,YOUR UNIT COSTS,1,85,v1.0
astra-militarum,UNITS,TECH-PRIEST ENGINSEER,YOUR UNIT COSTS,1,45,v1.0
astra-militarum,UNITS,TEMPESTUS AQUILONS,YOUR UNIT COSTS,10,100,v1.0
astra-militarum,UNITS,TEMPESTUS SCIONS,YOUR 1ST TO 2ND UNITS COST,5,75,v1.0
astra-militarum,UNITS,TEMPESTUS SCIONS,YOUR 1ST TO 2ND UNITS COST,10,155,v1.0
astra-militarum,UNITS,TEMPESTUS SCIONS,YOUR 3RD + UNIT COSTS,5,85,v1.0
astra-militarum,UNITS,TEMPESTUS SCIONS,YOUR 3RD + UNIT COSTS,10,165,v1.0
astra-militarum,UNITS,URSULA CREED,YOUR UNIT COSTS,1,85,v1.0
astra-militarum,UNITS,VALKYRIE,YOUR 1ST TO 2ND UNITS COST,1,170,v1.0
astra-militarum,UNITS,VALKYRIE,YOUR 3RD + UNIT COSTS,1,180,v1.0
astra-militarum,UNITS,WYVERN,YOUR 1ST UNIT COSTS,1,95,v1.0
astra-militarum,UNITS,WYVERN,YOUR 2ND + UNIT COSTS,1,115,v1.0
black-templars,UNITS,CASTELLAN,YOUR UNIT COSTS,1,70,v1.0
black-templars,UNITS,CHAPLAIN GRIMALDUS,YOUR UNIT COSTS,4,110,v1.0
black-templars,UNITS,CRUSADE ANCIENT,YOUR UNIT COSTS,1,45,v1.0
black-templars,UNITS,CRUSADER SQUAD,YOUR UNIT COSTS,145,150,v1.0
black-templars,UNITS,CRUSADER SQUAD,YOUR UNIT COSTS,1811,290,v1.0
black-templars,UNITS,EMPEROR’S CHAMPION,YOUR UNIT COSTS,1,100,v1.0
black-templars,UNITS,EXECRATOR,YOUR UNIT COSTS,1,60,v1.0
black-templars,UNITS,GLADIATOR LANCER,YOUR 1ST TO 2ND UNITS COST,1,160,v1.0
black-templars,UNITS,GLADIATOR LANCER,YOUR 3RD + UNIT COSTS,1,170,v1.0
black-templars,UNITS,GLADIATOR REAPER,YOUR 1ST TO 2ND UNITS COST,1,160,v1.0
black-templars,UNITS,GLADIATOR REAPER,YOUR 3RD + UNIT COSTS,1,170,v1.0
black-templars,UNITS,GLADIATOR VALIANT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
black-templars,UNITS,GLADIATOR VALIANT,YOUR 3RD + UNIT COSTS,1,160,v1.0
black-templars,UNITS,HIGH MARSHAL HELBRECHT,YOUR UNIT COSTS,1,120,v1.0
black-templars,UNITS,IMPULSOR,YOUR UNIT COSTS,1,85,v1.0
black-templars,UNITS,LAND RAIDER CRUSADER,YOUR 1ST TO 2ND UNITS COST,1,220,v1.0
black-templars,UNITS,LAND RAIDER CRUSADER,YOUR 3RD + UNIT COSTS,1,240,v1.0
black-templars,UNITS,MARSHAL,YOUR 1ST UNIT COSTS,1,80,v1.0
black-templars,UNITS,MARSHAL,YOUR 2ND + UNIT COSTS,1,90,v1.0
black-templars,UNITS,REPULSOR,YOUR 1ST TO 2ND UNITS COST,1,170,v1.0
black-templars,UNITS,REPULSOR,YOUR 3RD + UNIT COSTS,1,190,v1.0
black-templars,UNITS,REPULSOR EXECUTIONER,YOUR 1ST TO 2ND UNITS COST,1,245,v1.0
black-templars,UNITS,REPULSOR EXECUTIONER,YOUR 3RD + UNIT COSTS,1,265,v1.0
black-templars,UNITS,STERNGUARD VETERAN SQUAD,YOUR UNIT COSTS,5,85,v1.0
black-templars,UNITS,STERNGUARD VETERAN SQUAD,YOUR UNIT COSTS,10,160,v1.0
black-templars,UNITS,SWORD BRETHREN SQUAD,YOUR 1ST TO 2ND UNITS COST,4,105,v1.0
black-templars,UNITS,SWORD BRETHREN SQUAD,YOUR 1ST TO 2ND UNITS COST,5,130,v1.0
black-templars,UNITS,SWORD BRETHREN SQUAD,YOUR 1ST TO 2ND UNITS COST,9,235,v1.0
black-templars,UNITS,SWORD BRETHREN SQUAD,YOUR 1ST TO 2ND UNITS COST,10,260,v1.0
black-templars,UNITS,SWORD BRETHREN SQUAD,YOUR 3RD + UNIT COSTS,4,120,v1.0
black-templars,UNITS,SWORD BRETHREN SQUAD,YOUR 3RD + UNIT COSTS,5,145,v1.0
black-templars,UNITS,SWORD BRETHREN SQUAD,YOUR 3RD + UNIT COSTS,9,250,v1.0
black-templars,UNITS,SWORD BRETHREN SQUAD,YOUR 3RD + UNIT COSTS,10,275,v1.0
black-templars,UNITS,TERMINATOR SQUAD,YOUR UNIT COSTS,5,160,v1.0
black-templars,UNITS,TERMINATOR SQUAD,YOUR UNIT COSTS,10,320,v1.0
black-templars,SPACE MARINES,AGGRESSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,3,90,v1.0
black-templars,SPACE MARINES,AGGRESSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,6,180,v1.0
black-templars,SPACE MARINES,AGGRESSOR SQUAD,YOUR 3RD + UNIT COSTS,3,100,v1.0
black-templars,SPACE MARINES,AGGRESSOR SQUAD,YOUR 3RD + UNIT COSTS,6,190,v1.0
black-templars,SPACE MARINES,ANCIENT,YOUR UNIT COSTS,1,40,v1.0
black-templars,SPACE MARINES,ANCIENT IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,65,v1.0
black-templars,SPACE MARINES,APOTHECARY,YOUR UNIT COSTS,1,40,v1.0
black-templars,SPACE MARINES,APOTHECARY BIOLOGIS,YOUR UNIT COSTS,1,70,v1.0
black-templars,SPACE MARINES,ASSAULT INTERCESSOR SQUAD,YOUR UNIT COSTS,5,75,v1.0
black-templars,SPACE MARINES,ASSAULT INTERCESSOR SQUAD,YOUR UNIT COSTS,10,150,v1.0
black-templars,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,5,85,v1.0
black-templars,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 1ST TO 2ND UNITS COST,10,160,v1.0
black-templars,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,5,95,v1.0
black-templars,SPACE MARINES,ASSAULT INTERCESSORS WITH JUMP PACKS,YOUR 3RD + UNIT COSTS,10,170,v1.0
black-templars,SPACE MARINES,ASTRAEUS,YOUR 1ST UNIT COSTS,1,525,v1.0
black-templars,SPACE MARINES,ASTRAEUS,YOUR 2ND + UNIT COSTS,1,575,v1.0
black-templars,SPACE MARINES,BALLISTUS DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
black-templars,SPACE MARINES,BALLISTUS DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,160,v1.0
black-templars,SPACE MARINES,BLADEGUARD ANCIENT,YOUR UNIT COSTS,1,40,v1.0
black-templars,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
black-templars,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 1ST TO 2ND UNITS COST,6,160,v1.0
black-templars,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 3RD + UNIT COSTS,3,90,v1.0
black-templars,SPACE MARINES,BLADEGUARD VETERAN SQUAD,YOUR 3RD + UNIT COSTS,6,170,v1.0
black-templars,SPACE MARINES,BRUTALIS DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
black-templars,SPACE MARINES,BRUTALIS DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,160,v1.0
black-templars,SPACE MARINES,CAPTAIN,YOUR UNIT COSTS,1,80,v1.0
black-templars,SPACE MARINES,CAPTAIN IN GRAVIS ARMOUR,YOUR UNIT COSTS,1,80,v1.0
black-templars,SPACE MARINES,CAPTAIN IN PHOBOS ARMOUR,YOUR UNIT COSTS,1,70,v1.0
black-templars,SPACE MARINES,CAPTAIN IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,85,v1.0
black-templars,SPACE MARINES,CAPTAIN WITH JUMP PACK,YOUR UNIT COSTS,1,75,v1.0
black-templars,SPACE MARINES,CENTURION ASSAULT SQUAD,YOUR UNIT COSTS,3,150,v1.0
black-templars,SPACE MARINES,CENTURION ASSAULT SQUAD,YOUR UNIT COSTS,6,300,v1.0
black-templars,SPACE MARINES,CENTURION DEVASTATOR SQUAD,YOUR UNIT COSTS,3,175,v1.0
black-templars,SPACE MARINES,CENTURION DEVASTATOR SQUAD,YOUR UNIT COSTS,6,350,v1.0
black-templars,SPACE MARINES,CHAPLAIN,YOUR UNIT COSTS,1,60,v1.0
black-templars,SPACE MARINES,CHAPLAIN IN TERMINATOR ARMOUR,YOUR UNIT COSTS,1,75,v1.0
black-templars,SPACE MARINES,CHAPLAIN ON BIKE,YOUR UNIT COSTS,1,70,v1.0
black-templars,SPACE MARINES,CHAPLAIN WITH JUMP PACK,YOUR UNIT COSTS,1,75,v1.0
black-templars,SPACE MARINES,COMPANY HEROES,YOUR UNIT COSTS,4,105,v1.0
black-templars,SPACE MARINES,DESOLATION SQUAD,YOUR 1ST UNIT COSTS,5,180,v1.0
black-templars,SPACE MARINES,DESOLATION SQUAD,YOUR 2ND + UNIT COSTS,5,210,v1.0
black-templars,SPACE MARINES,DEVASTATOR SQUAD,YOUR UNIT COSTS,5,120,v1.0
black-templars,SPACE MARINES,DEVASTATOR SQUAD,YOUR UNIT COSTS,10,200,v1.0
black-templars,SPACE MARINES,DREADNOUGHT,YOUR UNIT COSTS,1,135,v1.0
black-templars,SPACE MARINES,DROP POD,YOUR UNIT COSTS,1,70,v1.0
black-templars,SPACE MARINES,ELIMINATOR SQUAD,YOUR UNIT COSTS,3,75,v1.0
black-templars,SPACE MARINES,ERADICATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,3,90,v1.0
black-templars,SPACE MARINES,ERADICATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,6,180,v1.0
black-templars,SPACE MARINES,ERADICATOR SQUAD,YOUR 3RD + UNIT COSTS,3,100,v1.0
black-templars,SPACE MARINES,ERADICATOR SQUAD,YOUR 3RD + UNIT COSTS,6,190,v1.0
black-templars,SPACE MARINES,ERADICATOR SQUAD WITH HEAVY BOLTERS,YOUR 1ST TO 2ND UNITS COST,3,70,v1.0
black-templars,SPACE MARINES,ERADICATOR SQUAD WITH HEAVY BOLTERS,YOUR 3RD + UNIT COSTS,3,80,v1.0
black-templars,SPACE MARINES,FIRESTRIKE SERVO-TURRETS,YOUR UNIT COSTS,1,75,v1.0
black-templars,SPACE MARINES,FIRESTRIKE SERVO-TURRETS,YOUR UNIT COSTS,2,150,v1.0
black-templars,SPACE MARINES,HAMMERFALL BUNKER,YOUR UNIT COSTS,1,175,v1.0
black-templars,SPACE MARINES,HEAVY INTERCESSOR SQUAD,YOUR UNIT COSTS,5,100,v1.0
black-templars,SPACE MARINES,HEAVY INTERCESSOR SQUAD,YOUR UNIT COSTS,10,200,v1.0
black-templars,SPACE MARINES,HELLBLASTER SQUAD,YOUR UNIT COSTS,5,110,v1.0
black-templars,SPACE MARINES,HELLBLASTER SQUAD,YOUR UNIT COSTS,10,220,v1.0
black-templars,SPACE MARINES,INCEPTOR SQUAD,YOUR 1ST TO 2ND UNITS COST,3,120,v1.0
black-templars,SPACE MARINES,INCEPTOR SQUAD,YOUR 1ST TO 2ND UNITS COST,6,240,v1.0
black-templars,SPACE MARINES,INCEPTOR SQUAD,YOUR 3RD + UNIT COSTS,3,135,v1.0
black-templars,SPACE MARINES,INCEPTOR SQUAD,YOUR 3RD + UNIT COSTS,6,255,v1.0
black-templars,SPACE MARINES,INCURSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,5,85,v1.0
black-templars,SPACE MARINES,INCURSOR SQUAD,YOUR 1ST TO 2ND UNITS COST,10,150,v1.0
black-templars,SPACE MARINES,INCURSOR SQUAD,YOUR 3RD + UNIT COSTS,5,95,v1.0
black-templars,SPACE MARINES,INCURSOR SQUAD,YOUR 3RD + UNIT COSTS,10,160,v1.0
black-templars,SPACE MARINES,INFERNUS SQUAD,YOUR UNIT COSTS,5,85,v1.0
black-templars,SPACE MARINES,INFERNUS SQUAD,YOUR UNIT COSTS,10,170,v1.0
black-templars,SPACE MARINES,INFILTRATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,5,110,v1.0
black-templars,SPACE MARINES,INFILTRATOR SQUAD,YOUR 1ST TO 2ND UNITS COST,10,180,v1.0
black-templars,SPACE MARINES,INFILTRATOR SQUAD,YOUR 3RD + UNIT COSTS,5,120,v1.0
black-templars,SPACE MARINES,INFILTRATOR SQUAD,YOUR 3RD + UNIT COSTS,10,190,v1.0
black-templars,SPACE MARINES,INTERCESSOR SQUAD,YOUR UNIT COSTS,5,80,v1.0
black-templars,SPACE MARINES,INTERCESSOR SQUAD,YOUR UNIT COSTS,10,150,v1.0
black-templars,SPACE MARINES,INVADER ATV,YOUR UNIT COSTS,1,60,v1.0
black-templars,SPACE MARINES,INVICTOR TACTICAL WARSUIT,YOUR UNIT COSTS,1,125,v1.0
black-templars,SPACE MARINES,JUDICIAR,YOUR UNIT COSTS,1,55,v1.0
black-templars,SPACE MARINES,LAND RAIDER,YOUR 1ST TO 2ND UNITS COST,1,220,v1.0
black-templars,SPACE MARINES,LAND RAIDER,YOUR 3RD + UNIT COSTS,1,240,v1.0
black-templars,SPACE MARINES,LAND RAIDER REDEEMER,YOUR 1ST TO 2ND UNITS COST,1,250,v1.0
black-templars,SPACE MARINES,LAND RAIDER REDEEMER,YOUR 3RD + UNIT COSTS,1,270,v1.0
black-templars,SPACE MARINES,LAND SPEEDER,YOUR 1ST TO 2ND UNITS COST,1,95,v1.0
black-templars,SPACE MARINES,LAND SPEEDER,YOUR 3RD + UNIT COSTS,1,105,v1.0
black-templars,SPACE MARINES,LIEUTENANT,YOUR UNIT COSTS,1,45,v1.0
black-templars,SPACE MARINES,LIEUTENANT IN PHOBOS ARMOUR,YOUR UNIT COSTS,1,45,v1.0
black-templars,SPACE MARINES,LIEUTENANT IN REIVER ARMOUR,YOUR UNIT COSTS,1,45,v1.0
