weapon_name,wiki_title,wiki_url,confidence,notes
Cyclone missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Cyclonic melta lance,,,needs_check,not in report anchor set; resolve via live wiki API
Cypher’s bolt pistol,Bolt Pistol,https://warhammer40k.fandom.com/wiki/Bolt_Pistol,base_fallback,stripped prefix: cypher's
Cypher’s plasma pistol,Plasma Pistol,https://warhammer40k.fandom.com/wiki/Plasma_Pistol,base_fallback,stripped prefix: cypher's
D-bombard,,,needs_check,not in report anchor set; resolve via live wiki API
D-cannon,,,needs_check,not in report anchor set; resolve via live wiki API
D-flail,,,needs_check,not in report anchor set; resolve via live wiki API
D-impaler,,,needs_check,not in report anchor set; resolve via live wiki API
D-scythe,,,needs_check,not in report anchor set; resolve via live wiki API
Da Grabzappa,,,needs_check,not in report anchor set; resolve via live wiki API
Da Rippa,,,needs_check,not in report anchor set; resolve via live wiki API
Da Vulcha’s Klaws and choppa,,,needs_check,not in report anchor set; resolve via live wiki API
Daedalus missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Daemon hammer,,,needs_check,not in report anchor set; resolve via live wiki API
Daemonbreath meltagun,Meltagun,https://warhammer40k.fandom.com/wiki/Meltagun,base_fallback,stripped prefix: daemonbreath
Daemonbreath spear,,,needs_check,not in report anchor set; resolve via live wiki API
Daemonbreath thermal cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Daemongore cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Daemonic blades,,,needs_check,not in report anchor set; resolve via live wiki API
Daemonic claws,,,needs_check,not in report anchor set; resolve via live wiki API
Dark Blessing,,,needs_check,not in report anchor set; resolve via live wiki API
Dark lance,,,needs_check,not in report anchor set; resolve via live wiki API
Dark scythe,,,needs_check,not in report anchor set; resolve via live wiki API
Darkflame cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Darkflame lance,,,needs_check,not in report anchor set; resolve via live wiki API
Darkstar axe,,,needs_check,not in report anchor set; resolve via live wiki API
Dart-bow and tri-blade,,,needs_check,not in report anchor set; resolve via live wiki API
Dartmask,,,needs_check,not in report anchor set; resolve via live wiki API
Dataspikes,,,needs_check,not in report anchor set; resolve via live wiki API
Dawn Blade,,,needs_check,not in report anchor set; resolve via live wiki API
Dead Man’s Hand,,,needs_check,not in report anchor set; resolve via live wiki API
Death Cult blades,,,needs_check,not in report anchor set; resolve via live wiki API
Death Cult power blade,,,needs_check,not in report anchor set; resolve via live wiki API
Death Cult power blades,,,needs_check,not in report anchor set; resolve via live wiki API
Death Rider lascarbine,,,needs_check,not in report anchor set; resolve via live wiki API
Death ray,,,needs_check,not in report anchor set; resolve via live wiki API
Death spinner,,,needs_check,not in report anchor set; resolve via live wiki API
Death weavers,,,needs_check,not in report anchor set; resolve via live wiki API
Deathshroud cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Deathspitter,,,no_match,report: no standalone Fandom article
Deathspitters with slimer maggots,,,needs_check,not in report anchor set; resolve via live wiki API
Deathstorm cannon array,,,needs_check,not in report anchor set; resolve via live wiki API
Deathstorm missile array,,,needs_check,not in report anchor set; resolve via live wiki API
Deathstrike missile,,,needs_check,not in report anchor set; resolve via live wiki API
Deathwatch bolt carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Deathwatch bolt rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Deathwatch heavy bolt rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Deathwatch heavy bolter,Heavy Bolter,https://warhammer40k.fandom.com/wiki/Heavy_Bolter,base_fallback,stripped prefix: deathwatch
Deathwatch marksman bolt carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Deathwatch occulus bolt carbine,,,needs_check,not in report anchor set; resolve via live wiki API
Deathwatch shotgun,,,needs_check,not in report anchor set; resolve via live wiki API
Deathwatch thunder hammer,,,needs_check,not in report anchor set; resolve via live wiki API
Deathwatch twin boltgun,,,needs_check,not in report anchor set; resolve via live wiki API
Death’s heads,,,needs_check,not in report anchor set; resolve via live wiki API
Decimator butcher cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Decimator claw,,,needs_check,not in report anchor set; resolve via live wiki API
Decimator conversion beamer,,,needs_check,not in report anchor set; resolve via live wiki API
Deff rolla,,,needs_check,not in report anchor set; resolve via live wiki API
Deffgun,,,needs_check,not in report anchor set; resolve via live wiki API
Deffkannon,,,needs_check,not in report anchor set; resolve via live wiki API
Deffstorm mega-shoota,,,needs_check,not in report anchor set; resolve via live wiki API
Demiklaives,,,needs_check,not in report anchor set; resolve via live wiki API
Demolisher battle cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Demolisher cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Demolition charge,,,needs_check,not in report anchor set; resolve via live wiki API
Demolition charge cache,,,needs_check,not in report anchor set; resolve via live wiki API
Demolition charges,,,needs_check,not in report anchor set; resolve via live wiki API
Demolitions,,,skip,psychic power / structural / limb profile
Desecrator laser destructor,,,needs_check,not in report anchor set; resolve via live wiki API
Despoiler battle cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Despoiler gatling cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Destroyer missiles,,,needs_check,not in report anchor set; resolve via live wiki API
Destroyer pulse,,,needs_check,not in report anchor set; resolve via live wiki API
Destructor,,,needs_check,not in report anchor set; resolve via live wiki API
Devourer,,,no_match,report: no standalone Fandom article
Devourers with brainleech worms,,,needs_check,not in report anchor set; resolve via live wiki API
Diabolus heavy stubber,Heavy Stubber,https://warhammer40k.fandom.com/wiki/Heavy_Stubber,base_fallback,stripped prefix: diabolus
Dialogus staff,,,needs_check,not in report anchor set; resolve via live wiki API
Dire bio-cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Dire scythe blades,,,needs_check,not in report anchor set; resolve via live wiki API
Diresword,,,needs_check,not in report anchor set; resolve via live wiki API
Dirgesinger,,,needs_check,not in report anchor set; resolve via live wiki API
Dirk,,,needs_check,not in report anchor set; resolve via live wiki API
Diseased claws and fangs,,,skip,psychic power / structural / limb profile
Diseased claws and teeth,,,skip,psychic power / structural / limb profile
Disgusting sneezes,,,needs_check,not in report anchor set; resolve via live wiki API
Disintegration combi-gun,,,needs_check,not in report anchor set; resolve via live wiki API
Disintegration pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Disintegrator cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Disruptor missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Dissonance cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Dissonance pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Distensible jaw,,,needs_check,not in report anchor set; resolve via live wiki API
Divining spear,,,needs_check,not in report anchor set; resolve via live wiki API
Dominus triple bombard,,,needs_check,not in report anchor set; resolve via live wiki API
Doomsday bell,,,needs_check,not in report anchor set; resolve via live wiki API
Doomsday blaster,,,needs_check,not in report anchor set; resolve via live wiki API
Doomsday cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Doomstalker limbs,,,needs_check,not in report anchor set; resolve via live wiki API
Doomweaver,,,needs_check,not in report anchor set; resolve via live wiki API
Dorn’s Arrow,,,needs_check,not in report anchor set; resolve via live wiki API
Dozer ram,,,needs_check,not in report anchor set; resolve via live wiki API
Drach’nyen,Drach'nyen,https://warhammer40k.fandom.com/wiki/Drach'nyen,verified,named/relic article
Dragon axe,,,needs_check,not in report anchor set; resolve via live wiki API
Dragon fusion gun,,,needs_check,not in report anchor set; resolve via live wiki API
Dragon fusion pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Dragon’s breath flamer,,,needs_check,not in report anchor set; resolve via live wiki API
Drakkis,,,needs_check,not in report anchor set; resolve via live wiki API
Dread killsaw,,,needs_check,not in report anchor set; resolve via live wiki API
Dread klaw,,,needs_check,not in report anchor set; resolve via live wiki API
Dread of the Deep Void,,,needs_check,not in report anchor set; resolve via live wiki API
Dread rippa klaw,,,needs_check,not in report anchor set; resolve via live wiki API
Dreadfists,,,needs_check,not in report anchor set; resolve via live wiki API
Dreadhammer siege cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Dreadnought chainfist,Chainfist,https://warhammer40k.fandom.com/wiki/Chainfist,base_fallback,stripped prefix: dreadnought
Dreadnought combat weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Dreadnought inferno cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Drilla,,,needs_check,not in report anchor set; resolve via live wiki API
Drilldozer blade,,,needs_check,not in report anchor set; resolve via live wiki API
Drone burst cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Drone defenders,,,needs_check,not in report anchor set; resolve via live wiki API
Drone pulse,,,needs_check,not in report anchor set; resolve via live wiki API
Drool cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Duelling sabre,,,needs_check,not in report anchor set; resolve via live wiki API
Dunecrawler legs,,,needs_check,not in report anchor set; resolve via live wiki API
Duty and Vengeance,,,needs_check,not in report anchor set; resolve via live wiki API
Dvorgite skinner,,,needs_check,not in report anchor set; resolve via live wiki API
Eagle's Scream,,,needs_check,not in report anchor set; resolve via live wiki API
Earthshaker cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Ectoplasma cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Ectoplasma decimator,,,needs_check,not in report anchor set; resolve via live wiki API
Ectoplasma destructor,,,needs_check,not in report anchor set; resolve via live wiki API
Eldritch Storm,,,needs_check,not in report anchor set; resolve via live wiki API
Eldritch lance,,,needs_check,not in report anchor set; resolve via live wiki API
Electro-goads,,,needs_check,not in report anchor set; resolve via live wiki API
Electroleech stave,,,needs_check,not in report anchor set; resolve via live wiki API
Electroscourge,,,needs_check,not in report anchor set; resolve via live wiki API
